country_isocode	taxonid	scientific_name	category
GI	17597	Plecotus austriacus	LC
GI	19516	Rhinolophus euryale	NT
GI	19517	Rhinolophus ferrumequinum	LC
GI	19518	Rhinolophus hipposideros	LC
GI	21311	Tadarida teniotis	LC
SK	2553	Barbastella barbastellus	NT
SK	7910	Eptesicus nilssonii	LC
SK	7911	Eptesicus serotinus	LC
SK	44856	Hypsugo savii	LC
SK	81633057	Miniopterus schreibersii	NT
SK	136680	Myotis alcathoe	DD
SK	14123	Myotis bechsteinii	NT
SK	14124	Myotis blythii	LC
SK	14125	Myotis brandtii	LC
SK	14127	Myotis dasycneme	NT
SK	14128	Myotis daubentonii	LC
SK	14129	Myotis emarginatus	LC
SK	14133	Myotis myotis	LC
SK	14134	Myotis mystacinus	LC
SK	14135	Myotis nattereri	LC
SK	14918	Nyctalus lasiopterus	VU
SK	14919	Nyctalus leisleri	LC
SK	14920	Nyctalus noctula	LC
SK	17314	Pipistrellus kuhlii	LC
SK	17316	Pipistrellus nathusii	LC
SK	17317	Pipistrellus pipistrellus	LC
SK	136649	Pipistrellus pygmaeus	LC
SK	17596	Plecotus auritus	LC
SK	17597	Plecotus austriacus	LC
SK	19516	Rhinolophus euryale	NT
SK	19517	Rhinolophus ferrumequinum	LC
SK	19518	Rhinolophus hipposideros	LC
SK	22947	Vespertilio murinus	LC
SI	2553	Barbastella barbastellus	NT
SI	7910	Eptesicus nilssonii	LC
SI	7911	Eptesicus serotinus	LC
SI	44856	Hypsugo savii	LC
SI	81633057	Miniopterus schreibersii	NT
SI	14123	Myotis bechsteinii	NT
SI	14124	Myotis blythii	LC
SI	14125	Myotis brandtii	LC
SI	14126	Myotis capaccinii	VU
SI	14128	Myotis daubentonii	LC
SI	14129	Myotis emarginatus	LC
SI	14133	Myotis myotis	LC
SI	14134	Myotis mystacinus	LC
SI	14135	Myotis nattereri	LC
SI	14918	Nyctalus lasiopterus	VU
SI	14919	Nyctalus leisleri	LC
SI	14920	Nyctalus noctula	LC
SI	17314	Pipistrellus kuhlii	LC
SI	17316	Pipistrellus nathusii	LC
SI	17317	Pipistrellus pipistrellus	LC
SI	136649	Pipistrellus pygmaeus	LC
SI	17596	Plecotus auritus	LC
SI	17597	Plecotus austriacus	LC
SI	136229	Plecotus macrobullaris	LC
SI	19515	Rhinolophus blasii	LC
SI	19516	Rhinolophus euryale	NT
SI	19517	Rhinolophus ferrumequinum	LC
SI	19518	Rhinolophus hipposideros	LC
SI	19519	Rhinolophus mehelyi	VU
SI	22947	Vespertilio murinus	LC
SE	2553	Barbastella barbastellus	NT
SE	7910	Eptesicus nilssonii	LC
SE	7911	Eptesicus serotinus	LC
SE	14123	Myotis bechsteinii	NT
SE	14125	Myotis brandtii	LC
SE	14127	Myotis dasycneme	NT
SE	14128	Myotis daubentonii	LC
SE	14133	Myotis myotis	LC
SE	14134	Myotis mystacinus	LC
SE	14135	Myotis nattereri	LC
SE	14919	Nyctalus leisleri	LC
SE	14920	Nyctalus noctula	LC
SE	17316	Pipistrellus nathusii	LC
SE	17317	Pipistrellus pipistrellus	LC
SE	136649	Pipistrellus pygmaeus	LC
SE	17596	Plecotus auritus	LC
SE	17597	Plecotus austriacus	LC
SE	22947	Vespertilio murinus	LC
CH	2553	Barbastella barbastellus	NT
CH	7910	Eptesicus nilssonii	LC
CH	7911	Eptesicus serotinus	LC
CH	44856	Hypsugo savii	LC
CH	81633057	Miniopterus schreibersii	NT
CH	136680	Myotis alcathoe	DD
CH	14123	Myotis bechsteinii	NT
CH	14124	Myotis blythii	LC
CH	14125	Myotis brandtii	LC
CH	14126	Myotis capaccinii	VU
CH	14128	Myotis daubentonii	LC
CH	14129	Myotis emarginatus	LC
CH	14133	Myotis myotis	LC
CH	14134	Myotis mystacinus	LC
CH	14135	Myotis nattereri	LC
CH	14918	Nyctalus lasiopterus	VU
CH	14919	Nyctalus leisleri	LC
CH	14920	Nyctalus noctula	LC
CH	17314	Pipistrellus kuhlii	LC
CH	17316	Pipistrellus nathusii	LC
CH	17317	Pipistrellus pipistrellus	LC
CH	136649	Pipistrellus pygmaeus	LC
CH	17596	Plecotus auritus	LC
CH	17597	Plecotus austriacus	LC
CH	136229	Plecotus macrobullaris	LC
CH	19516	Rhinolophus euryale	NT
CH	19517	Rhinolophus ferrumequinum	LC
CH	19518	Rhinolophus hipposideros	LC
CH	21311	Tadarida teniotis	LC
CH	22947	Vespertilio murinus	LC
AD	2553	Barbastella barbastellus	NT
AD	7911	Eptesicus serotinus	LC
AD	44856	Hypsugo savii	LC
AD	14123	Myotis bechsteinii	NT
AD	14124	Myotis blythii	LC
AD	14126	Myotis capaccinii	VU
AD	14128	Myotis daubentonii	LC
AD	14129	Myotis emarginatus	LC
AD	14133	Myotis myotis	LC
AD	14134	Myotis mystacinus	LC
AD	14135	Myotis nattereri	LC
AD	14919	Nyctalus leisleri	LC
AD	14920	Nyctalus noctula	LC
AD	17314	Pipistrellus kuhlii	LC
AD	17316	Pipistrellus nathusii	LC
AD	17317	Pipistrellus pipistrellus	LC
AD	17596	Plecotus auritus	LC
AD	17597	Plecotus austriacus	LC
AD	136229	Plecotus macrobullaris	LC
AD	19516	Rhinolophus euryale	NT
AD	19517	Rhinolophus ferrumequinum	LC
AD	19518	Rhinolophus hipposideros	LC
AD	21311	Tadarida teniotis	LC
AT	2553	Barbastella barbastellus	NT
AT	7910	Eptesicus nilssonii	LC
AT	7911	Eptesicus serotinus	LC
AT	44856	Hypsugo savii	LC
AT	81633057	Miniopterus schreibersii	NT
AT	14123	Myotis bechsteinii	NT
AT	14124	Myotis blythii	LC
AT	14125	Myotis brandtii	LC
AT	14128	Myotis daubentonii	LC
AT	14129	Myotis emarginatus	LC
AT	14133	Myotis myotis	LC
AT	14134	Myotis mystacinus	LC
AT	14135	Myotis nattereri	LC
AT	14919	Nyctalus leisleri	LC
AT	14920	Nyctalus noctula	LC
AT	17314	Pipistrellus kuhlii	LC
AT	17316	Pipistrellus nathusii	LC
AT	17317	Pipistrellus pipistrellus	LC
AT	136649	Pipistrellus pygmaeus	LC
AT	17596	Plecotus auritus	LC
AT	17597	Plecotus austriacus	LC
AT	136229	Plecotus macrobullaris	LC
AT	19515	Rhinolophus blasii	LC
AT	19517	Rhinolophus ferrumequinum	LC
AT	19518	Rhinolophus hipposideros	LC
AT	22947	Vespertilio murinus	LC
HU	2553	Barbastella barbastellus	NT
HU	7910	Eptesicus nilssonii	LC
HU	7911	Eptesicus serotinus	LC
HU	44856	Hypsugo savii	LC
HU	81633057	Miniopterus schreibersii	NT
HU	136680	Myotis alcathoe	DD
HU	14123	Myotis bechsteinii	NT
HU	14124	Myotis blythii	LC
HU	14125	Myotis brandtii	LC
HU	14127	Myotis dasycneme	NT
HU	14128	Myotis daubentonii	LC
HU	14129	Myotis emarginatus	LC
HU	14133	Myotis myotis	LC
HU	14134	Myotis mystacinus	LC
HU	14135	Myotis nattereri	LC
HU	14198	Myotis schaubi	DD
HU	14918	Nyctalus lasiopterus	VU
HU	14919	Nyctalus leisleri	LC
HU	14920	Nyctalus noctula	LC
HU	17314	Pipistrellus kuhlii	LC
HU	17316	Pipistrellus nathusii	LC
HU	17317	Pipistrellus pipistrellus	LC
HU	136649	Pipistrellus pygmaeus	LC
HU	17596	Plecotus auritus	LC
HU	17597	Plecotus austriacus	LC
HU	19516	Rhinolophus euryale	NT
HU	19517	Rhinolophus ferrumequinum	LC
HU	19518	Rhinolophus hipposideros	LC
HU	22947	Vespertilio murinus	LC
NL	2553	Barbastella barbastellus	NT
NL	7910	Eptesicus nilssonii	LC
NL	7911	Eptesicus serotinus	LC
NL	14123	Myotis bechsteinii	NT
NL	14125	Myotis brandtii	LC
NL	14127	Myotis dasycneme	NT
NL	14128	Myotis daubentonii	LC
NL	14129	Myotis emarginatus	LC
NL	14133	Myotis myotis	LC
NL	14134	Myotis mystacinus	LC
NL	14135	Myotis nattereri	LC
NL	14919	Nyctalus leisleri	LC
NL	14920	Nyctalus noctula	LC
NL	17316	Pipistrellus nathusii	LC
NL	17317	Pipistrellus pipistrellus	LC
NL	17596	Plecotus auritus	LC
NL	17597	Plecotus austriacus	LC
NL	19517	Rhinolophus ferrumequinum	LC
NL	19518	Rhinolophus hipposideros	LC
NL	22947	Vespertilio murinus	LC
NO	7910	Eptesicus nilssonii	LC
NO	14125	Myotis brandtii	LC
NO	14128	Myotis daubentonii	LC
NO	14134	Myotis mystacinus	LC
NO	14135	Myotis nattereri	LC
NO	14920	Nyctalus noctula	LC
NO	17316	Pipistrellus nathusii	LC
NO	17317	Pipistrellus pipistrellus	LC
NO	136649	Pipistrellus pygmaeus	LC
NO	17596	Plecotus auritus	LC
NO	22947	Vespertilio murinus	LC
IE	2553	Barbastella barbastellus	NT
IE	14128	Myotis daubentonii	LC
IE	14134	Myotis mystacinus	LC
IE	14135	Myotis nattereri	LC
IE	14919	Nyctalus leisleri	LC
IE	17316	Pipistrellus nathusii	LC
IE	17317	Pipistrellus pipistrellus	LC
IE	136649	Pipistrellus pygmaeus	LC
IE	17596	Plecotus auritus	LC
IE	19518	Rhinolophus hipposideros	LC
ME	2553	Barbastella barbastellus	NT
ME	7911	Eptesicus serotinus	LC
ME	44856	Hypsugo savii	LC
ME	81633057	Miniopterus schreibersii	NT
ME	136680	Myotis alcathoe	DD
ME	14124	Myotis blythii	LC
ME	14125	Myotis brandtii	LC
ME	14126	Myotis capaccinii	VU
ME	14127	Myotis dasycneme	NT
ME	14128	Myotis daubentonii	LC
ME	14129	Myotis emarginatus	LC
ME	14133	Myotis myotis	LC
ME	14134	Myotis mystacinus	LC
ME	14135	Myotis nattereri	LC
ME	14919	Nyctalus leisleri	LC
ME	14920	Nyctalus noctula	LC
ME	17314	Pipistrellus kuhlii	LC
ME	17316	Pipistrellus nathusii	LC
ME	17317	Pipistrellus pipistrellus	LC
ME	17596	Plecotus auritus	LC
ME	17597	Plecotus austriacus	LC
ME	136229	Plecotus macrobullaris	LC
ME	19515	Rhinolophus blasii	LC
ME	19516	Rhinolophus euryale	NT
ME	19517	Rhinolophus ferrumequinum	LC
ME	19518	Rhinolophus hipposideros	LC
ME	19519	Rhinolophus mehelyi	VU
ME	21311	Tadarida teniotis	LC
ME	22947	Vespertilio murinus	LC
GY	1137	Ametrida centurio	LC
GY	88108473	Anoura caudifer	LC
GY	88109511	Anoura geoffroyi	LC
GY	1568	Anoura latidens	LC
GY	2121	Artibeus amplus	LC
GY	2125	Artibeus concolor	LC
GY	2137	Artibeus obscurus	LC
GY	2139	Artibeus planirostris	LC
GY	3903	Carollia brevicauda	LC
GY	88110411	Carollia castanea	LC
GY	3905	Carollia perspicillata	LC
GY	4112	Centronycteris maximiliani	LC
GY	4667	Chiroderma trinitatum	LC
GY	4668	Chiroderma villosum	LC
GY	4772	Choeroniscus godmani	LC
GY	4774	Choeroniscus minor	LC
GY	4811	Chrotopterus auritus	LC
GY	41527	Cormura brevirostris	LC
GY	13637	Cynomops abrasus	DD
GY	13639	Cynomops greenhalli	LC
GY	87993512	Cynomops milleri	LC
GY	87993365	Cynomops paranus	DD
GY	13642	Cynomops planirostris	LC
GY	6206	Cyttarops alecto	LC
GY	83683094	Dermanura bogotensis	LC
GY	2124	Dermanura cinerea	LC
GY	83683065	Dermanura glauca	LC
GY	2129	Dermanura gnoma	LC
GY	83683287	Dermanura phaeotis	LC
GY	6520	Diaemus youngi	LC
GY	6561	Diclidurus albus	LC
GY	6562	Diclidurus ingens	DD
GY	6563	Diclidurus isabella	LC
GY	6564	Diclidurus scutatus	LC
GY	136524	Eptesicus chiriquinus	LC
GY	7927	Eptesicus furinalis	LC
GY	8241	Eumops auripendulus	LC
GY	87994083	Eumops glaucinus	LC
GY	8245	Eumops hansae	LC
GY	8246	Eumops maurus	DD
GY	87994060	Eumops nanus	LC
GY	136809	Eumops trumbulli	LC
GY	8771	Furipterus horrens	LC
GY	13560	Gardnerycteris crenulatum	LC
GY	9273	Glossophaga commissarisi	LC
GY	9275	Glossophaga longirostris	LC
GY	9277	Glossophaga soricina	LC
GY	13377	Glyphonycteris daviesi	LC
GY	13384	Glyphonycteris sylvestris	LC
GY	13376	Lampronycteris brachyotis	LC
GY	29607	Lasiurus atratus	LC
GY	88151055	Lasiurus blossevillii	LC
GY	11350	Lasiurus ega	LC
GY	88120307	Lichonycteris degener	LC
GY	12078	Lionycteris spurrelli	LC
GY	12269	Lonchophylla thomasi	LC
GY	12270	Lonchorhina aurita	LC
GY	21984	Lophostoma brasiliense	LC
GY	99783878	Lophostoma carrikeri	LC
GY	21987	Lophostoma schulzi	LC
GY	88149202	Lophostoma silvicolum	LC
GY	12615	Macrophyllum macrophyllum	LC
GY	13240	Mesophylla macconnelli	LC
GY	40028	Micronycteris brosseti	DD
GY	13378	Micronycteris hirsuta	LC
GY	13379	Micronycteris megalotis	LC
GY	136424	Micronycteris microtis	LC
GY	13380	Micronycteris minuta	LC
GY	13559	Mimon bennettii	LC
GY	13640	Molossops mattogrossensis	LC
GY	13641	Molossops neglectus	DD
GY	13643	Molossops temminckii	LC
GY	102208365	Molossus coibensis	LC
GY	13648	Molossus molossus	LC
GY	13649	Molossus pretiosus	LC
GY	13644	Molossus rufus	LC
GY	13650	Molossus sinaloae	LC
GY	14140	Myotis albescens	LC
GY	14195	Myotis riparius	LC
GY	14362	Natalus tumidirostris	LC
GY	14829	Noctilio albiventris	LC
GY	14830	Noctilio leporinus	LC
GY	14995	Nyctinomops laticaudatus	LC
GY	14996	Nyctinomops macrotis	LC
GY	16707	Peropteryx kappleri	LC
GY	16708	Peropteryx leucoptera	LC
GY	16709	Peropteryx macrotis	LC
GY	136790	Peropteryx trinitatis	DD
GY	17168	Phylloderma stenops	LC
GY	17216	Phyllostomus discolor	LC
GY	17217	Phyllostomus elongatus	LC
GY	17218	Phyllostomus hastatus	LC
GY	17219	Phyllostomus latifolius	LC
GY	17566	Platyrrhinus aurarius	LC
GY	17567	Platyrrhinus brachycephalus	LC
GY	88160339	Platyrrhinus fusciventris	LC
GY	88160214	Platyrrhinus incarum	LC
GY	88087651	Promops centralis	LC
GY	18341	Promops nasutus	LC
GY	18705	Pteronotus davyi	LC
GY	18706	Pteronotus gymnonotus	LC
GY	18709	Pteronotus personatus	LC
GY	88018592	Pteronotus rubiginosus	LC
GY	19593	Rhinophylla pumilio	LC
GY	88151760	Rhogeessa io	LC
GY	19714	Rhynchonycteris naso	LC
GY	19804	Saccopteryx bilineata	LC
GY	19805	Saccopteryx canescens	LC
GY	19806	Saccopteryx gymnura	DD
GY	19807	Saccopteryx leptura	LC
GY	20960	Sturnira tildae	LC
GY	21314	Tadarida brasiliensis	LC
GY	136594	Thyroptera devivoi	DD
GY	21879	Thyroptera tricolor	LC
GY	41530	Tonatia saurophila	LC
GY	22029	Trachops cirrhosus	LC
GY	13381	Trinycteris nicefori	LC
GY	22782	Uroderma bilobatum	LC
GY	22783	Uroderma magnirostrum	LC
GY	136671	Vampyressa thyone	LC
GY	22837	Vampyriscus bidens	LC
GY	22838	Vampyriscus brocki	LC
GY	88151904	Vampyrodes caraccioli	LC
GY	22843	Vampyrum spectrum	NT
FK	21314	Tadarida brasiliensis	LC
GF	1137	Ametrida centurio	LC
GF	88108473	Anoura caudifer	LC
GF	88109511	Anoura geoffroyi	LC
GF	2125	Artibeus concolor	LC
GF	2137	Artibeus obscurus	LC
GF	2139	Artibeus planirostris	LC
GF	3903	Carollia brevicauda	LC
GF	3905	Carollia perspicillata	LC
GF	4112	Centronycteris maximiliani	LC
GF	4667	Chiroderma trinitatum	LC
GF	4668	Chiroderma villosum	LC
GF	4772	Choeroniscus godmani	LC
GF	4774	Choeroniscus minor	LC
GF	4811	Chrotopterus auritus	LC
GF	41527	Cormura brevirostris	LC
GF	13637	Cynomops abrasus	DD
GF	13639	Cynomops greenhalli	LC
GF	87993512	Cynomops milleri	LC
GF	87993365	Cynomops paranus	DD
GF	13642	Cynomops planirostris	LC
GF	6206	Cyttarops alecto	LC
GF	2124	Dermanura cinerea	LC
GF	83683065	Dermanura glauca	LC
GF	2129	Dermanura gnoma	LC
GF	6520	Diaemus youngi	LC
GF	6561	Diclidurus albus	LC
GF	6564	Diclidurus scutatus	LC
GF	136524	Eptesicus chiriquinus	LC
GF	7927	Eptesicus furinalis	LC
GF	8241	Eumops auripendulus	LC
GF	8245	Eumops hansae	LC
GF	136809	Eumops trumbulli	LC
GF	8771	Furipterus horrens	LC
GF	13560	Gardnerycteris crenulatum	LC
GF	9277	Glossophaga soricina	LC
GF	13377	Glyphonycteris daviesi	LC
GF	13384	Glyphonycteris sylvestris	LC
GF	13376	Lampronycteris brachyotis	LC
GF	29607	Lasiurus atratus	LC
GF	88151055	Lasiurus blossevillii	LC
GF	11351	Lasiurus egregius	DD
GF	88120307	Lichonycteris degener	LC
GF	12078	Lionycteris spurrelli	LC
GF	12269	Lonchophylla thomasi	LC
GF	12270	Lonchorhina aurita	LC
GF	40027	Lonchorhina inusitata	DD
GF	21984	Lophostoma brasiliense	LC
GF	99783878	Lophostoma carrikeri	LC
GF	21987	Lophostoma schulzi	LC
GF	88149202	Lophostoma silvicolum	LC
GF	12615	Macrophyllum macrophyllum	LC
GF	13240	Mesophylla macconnelli	LC
GF	40028	Micronycteris brosseti	DD
GF	13378	Micronycteris hirsuta	LC
GF	13379	Micronycteris megalotis	LC
GF	136424	Micronycteris microtis	LC
GF	13380	Micronycteris minuta	LC
GF	13383	Micronycteris schmidtorum	LC
GF	13559	Mimon bennettii	LC
GF	13641	Molossops neglectus	DD
GF	102208365	Molossus coibensis	LC
GF	13648	Molossus molossus	LC
GF	13644	Molossus rufus	LC
GF	13650	Molossus sinaloae	LC
GF	14195	Myotis riparius	LC
GF	14362	Natalus tumidirostris	LC
GF	14829	Noctilio albiventris	LC
GF	14830	Noctilio leporinus	LC
GF	14995	Nyctinomops laticaudatus	LC
GF	14996	Nyctinomops macrotis	LC
GF	16707	Peropteryx kappleri	LC
GF	16708	Peropteryx leucoptera	LC
GF	16709	Peropteryx macrotis	LC
GF	136790	Peropteryx trinitatis	DD
GF	17168	Phylloderma stenops	LC
GF	17216	Phyllostomus discolor	LC
GF	17217	Phyllostomus elongatus	LC
GF	17218	Phyllostomus hastatus	LC
GF	17219	Phyllostomus latifolius	LC
GF	17567	Platyrrhinus brachycephalus	LC
GF	88160339	Platyrrhinus fusciventris	LC
GF	88160214	Platyrrhinus incarum	LC
GF	88087651	Promops centralis	LC
GF	18705	Pteronotus davyi	LC
GF	18706	Pteronotus gymnonotus	LC
GF	88018592	Pteronotus rubiginosus	LC
GF	19593	Rhinophylla pumilio	LC
GF	88151760	Rhogeessa io	LC
GF	19714	Rhynchonycteris naso	LC
GF	19804	Saccopteryx bilineata	LC
GF	19805	Saccopteryx canescens	LC
GF	19806	Saccopteryx gymnura	DD
GF	19807	Saccopteryx leptura	LC
GF	20960	Sturnira tildae	LC
GF	21314	Tadarida brasiliensis	LC
GF	21877	Thyroptera discifera	LC
GF	21879	Thyroptera tricolor	LC
GF	41530	Tonatia saurophila	LC
GF	22029	Trachops cirrhosus	LC
GF	13381	Trinycteris nicefori	LC
GF	22782	Uroderma bilobatum	LC
GF	136671	Vampyressa thyone	LC
GF	22837	Vampyriscus bidens	LC
GF	22838	Vampyriscus brocki	LC
GF	88151904	Vampyrodes caraccioli	LC
GF	22843	Vampyrum spectrum	NT
SR	1137	Ametrida centurio	LC
SR	88108473	Anoura caudifer	LC
SR	88109511	Anoura geoffroyi	LC
SR	2121	Artibeus amplus	LC
SR	2125	Artibeus concolor	LC
SR	2137	Artibeus obscurus	LC
SR	2139	Artibeus planirostris	LC
SR	3903	Carollia brevicauda	LC
SR	3905	Carollia perspicillata	LC
SR	4112	Centronycteris maximiliani	LC
SR	4667	Chiroderma trinitatum	LC
SR	4668	Chiroderma villosum	LC
SR	4772	Choeroniscus godmani	LC
SR	4774	Choeroniscus minor	LC
SR	4811	Chrotopterus auritus	LC
SR	41527	Cormura brevirostris	LC
SR	13637	Cynomops abrasus	DD
SR	13639	Cynomops greenhalli	LC
SR	87993512	Cynomops milleri	LC
SR	87993365	Cynomops paranus	DD
SR	13642	Cynomops planirostris	LC
SR	6206	Cyttarops alecto	LC
SR	83683094	Dermanura bogotensis	LC
SR	2124	Dermanura cinerea	LC
SR	83683065	Dermanura glauca	LC
SR	2129	Dermanura gnoma	LC
SR	6520	Diaemus youngi	LC
SR	6561	Diclidurus albus	LC
SR	6564	Diclidurus scutatus	LC
SR	7927	Eptesicus furinalis	LC
SR	8241	Eumops auripendulus	LC
SR	8246	Eumops maurus	DD
SR	136809	Eumops trumbulli	LC
SR	8771	Furipterus horrens	LC
SR	13560	Gardnerycteris crenulatum	LC
SR	9277	Glossophaga soricina	LC
SR	13377	Glyphonycteris daviesi	LC
SR	13384	Glyphonycteris sylvestris	LC
SR	13376	Lampronycteris brachyotis	LC
SR	29607	Lasiurus atratus	LC
SR	88151055	Lasiurus blossevillii	LC
SR	11350	Lasiurus ega	LC
SR	88120307	Lichonycteris degener	LC
SR	12078	Lionycteris spurrelli	LC
SR	12269	Lonchophylla thomasi	LC
SR	12270	Lonchorhina aurita	LC
SR	40027	Lonchorhina inusitata	DD
SR	21984	Lophostoma brasiliense	LC
SR	99783878	Lophostoma carrikeri	LC
SR	21987	Lophostoma schulzi	LC
SR	88149202	Lophostoma silvicolum	LC
SR	12615	Macrophyllum macrophyllum	LC
SR	13240	Mesophylla macconnelli	LC
SR	13378	Micronycteris hirsuta	LC
SR	13379	Micronycteris megalotis	LC
SR	136424	Micronycteris microtis	LC
SR	13380	Micronycteris minuta	LC
SR	13559	Mimon bennettii	LC
SR	13641	Molossops neglectus	DD
SR	13648	Molossus molossus	LC
SR	13650	Molossus sinaloae	LC
SR	14140	Myotis albescens	LC
SR	14195	Myotis riparius	LC
SR	14362	Natalus tumidirostris	LC
SR	14830	Noctilio leporinus	LC
SR	14996	Nyctinomops macrotis	LC
SR	16707	Peropteryx kappleri	LC
SR	16708	Peropteryx leucoptera	LC
SR	16709	Peropteryx macrotis	LC
SR	17168	Phylloderma stenops	LC
SR	17216	Phyllostomus discolor	LC
SR	17217	Phyllostomus elongatus	LC
SR	17218	Phyllostomus hastatus	LC
SR	17219	Phyllostomus latifolius	LC
SR	17566	Platyrrhinus aurarius	LC
SR	17567	Platyrrhinus brachycephalus	LC
SR	88160339	Platyrrhinus fusciventris	LC
SR	17565	Platyrrhinus lineatus	LC
SR	88087651	Promops centralis	LC
SR	18341	Promops nasutus	LC
SR	18705	Pteronotus davyi	LC
SR	18709	Pteronotus personatus	LC
SR	88018592	Pteronotus rubiginosus	LC
SR	19593	Rhinophylla pumilio	LC
SR	136220	Rhogeessa hussoni	DD
SR	88151760	Rhogeessa io	LC
SR	19714	Rhynchonycteris naso	LC
SR	19804	Saccopteryx bilineata	LC
SR	19805	Saccopteryx canescens	LC
SR	19806	Saccopteryx gymnura	DD
SR	19807	Saccopteryx leptura	LC
SR	20960	Sturnira tildae	LC
SR	21314	Tadarida brasiliensis	LC
SR	21877	Thyroptera discifera	LC
SR	21879	Thyroptera tricolor	LC
SR	41530	Tonatia saurophila	LC
SR	22029	Trachops cirrhosus	LC
SR	13381	Trinycteris nicefori	LC
SR	22782	Uroderma bilobatum	LC
SR	22837	Vampyriscus bidens	LC
SR	22838	Vampyriscus brocki	LC
SR	88151904	Vampyrodes caraccioli	LC
SR	22843	Vampyrum spectrum	NT
UY	6510	Desmodus rotundus	LC
UY	7922	Eptesicus diminutus	LC
UY	7927	Eptesicus furinalis	LC
UY	87993837	Eumops bonariensis	LC
UY	10200	Histiotus alienus	DD
UY	88151055	Lasiurus blossevillii	LC
UY	11345	Lasiurus cinereus	LC
UY	11350	Lasiurus ega	LC
UY	88151061	Lasiurus salinae	DD
UY	13643	Molossops temminckii	LC
UY	88087340	Molossus currentium	LC
UY	13648	Molossus molossus	LC
UY	13644	Molossus rufus	LC
UY	14140	Myotis albescens	LC
UY	14174	Myotis levis	LC
UY	14195	Myotis riparius	LC
UY	14197	Myotis ruber	NT
UY	14995	Nyctinomops laticaudatus	LC
UY	17565	Platyrrhinus lineatus	LC
UY	88159688	Sturnira lilium	LC
PY	88108473	Anoura caudifer	LC
PY	2126	Artibeus fimbriatus	LC
PY	2139	Artibeus planirostris	LC
PY	3905	Carollia perspicillata	LC
PY	4664	Chiroderma doriae	LC
PY	4811	Chrotopterus auritus	LC
PY	13637	Cynomops abrasus	DD
PY	87993365	Cynomops paranus	DD
PY	13642	Cynomops planirostris	LC
PY	6510	Desmodus rotundus	LC
PY	6520	Diaemus youngi	LC
PY	6561	Diclidurus albus	LC
PY	7916	Eptesicus brasiliensis	LC
PY	7922	Eptesicus diminutus	LC
PY	7927	Eptesicus furinalis	LC
PY	8241	Eumops auripendulus	LC
PY	87993837	Eumops bonariensis	LC
PY	8243	Eumops dabbenei	LC
PY	87994083	Eumops glaucinus	LC
PY	136825	Eumops patagonicus	LC
PY	8247	Eumops perotis	LC
PY	9277	Glossophaga soricina	LC
PY	136502	Histiotus laephotis	LC
PY	10201	Histiotus macrotus	LC
PY	10203	Histiotus velatus	DD
PY	88151055	Lasiurus blossevillii	LC
PY	11345	Lasiurus cinereus	LC
PY	11350	Lasiurus ega	LC
PY	88149202	Lophostoma silvicolum	LC
PY	12615	Macrophyllum macrophyllum	LC
PY	13379	Micronycteris megalotis	LC
PY	13643	Molossops temminckii	LC
PY	88087340	Molossus currentium	LC
PY	13648	Molossus molossus	LC
PY	13644	Molossus rufus	LC
PY	14140	Myotis albescens	LC
PY	88151601	Myotis lavali	LC
PY	14174	Myotis levis	LC
PY	14185	Myotis nigricans	LC
PY	14195	Myotis riparius	LC
PY	14197	Myotis ruber	NT
PY	14204	Myotis simus	DD
PY	136448	Natalus espiritosantensis	NT
PY	14829	Noctilio albiventris	LC
PY	14830	Noctilio leporinus	LC
PY	14995	Nyctinomops laticaudatus	LC
PY	16709	Peropteryx macrotis	LC
PY	17565	Platyrrhinus lineatus	LC
PY	88087651	Promops centralis	LC
