country_isocode	taxonid	scientific_name	category
BW	14930	Nycteris hispida	LC
BW	14933	Nycteris macrotis	LC
BW	14936	Nycteris thebaica	LC
BW	41533	Nycticeinops schlieffeni	LC
BW	17361	Pipistrellus rueppellii	LC
BW	17362	Pipistrellus rusticus	LC
BW	19515	Rhinolophus blasii	LC
BW	67369483	Rhinolophus darlingi	LC
BW	19538	Rhinolophus denti	LC
BW	64586080	Rhinolophus hildebrandtii	LC
BW	19568	Rhinolophus simulator	LC
BW	44693	Sauromys petrophilus	LC
BW	20066	Scotophilus dinganii	LC
BW	21312	Tadarida aegyptiaca	LC
BW	21460	Taphozous mauritianus	LC
BW	21463	Taphozous perforatus	LC
BF	80221529	Asellia tridens	LC
BF	4314	Chaerephon major	LC
BF	4315	Chaerephon nigeriae	LC
BF	67362271	Chaerephon pumilus	LC
BF	7084	Eidolon helvum	NT
BF	7903	Epomophorus gambianus	LC
BF	10109	Hipposideros abae	LC
BF	10115	Hipposideros caffer	LC
BF	10140	Hipposideros jonesi	NT
BF	10157	Hipposideros ruber	LC
BF	10734	Hypsignathus monstrosus	LC
BF	11378	Lavia frons	LC
BF	44698	Lissonycteris angolensis	LC
BF	13402	Micropteropus pusillus	LC
BF	13838	Mops condylurus	LC
BF	13840	Mops demonstrator	LC
BF	13841	Mops midas	LC
BF	14148	Myotis bocagii	LC
BF	44920	Neoromicia guineensis	LC
BF	44923	Neoromicia nana	LC
BF	44924	Neoromicia rendalli	LC
BF	44925	Neoromicia somalica	LC
BF	14928	Nycteris gambiensis	LC
BF	14930	Nycteris hispida	LC
BF	14933	Nycteris macrotis	LC
BF	14936	Nycteris thebaica	LC
BF	41533	Nycticeinops schlieffeni	LC
BF	17353	Pipistrellus nanulus	LC
BF	17362	Pipistrellus rusticus	LC
BF	19538	Rhinolophus denti	LC
BF	19541	Rhinolophus fumigatus	LC
BF	19546	Rhinolophus landeri	LC
BF	82345555	Rhinopoma cystops	LC
BF	82345477	Rhinopoma hardwickii	LC
BF	19600	Rhinopoma microphyllum	LC
BF	20066	Scotophilus dinganii	LC
BF	20069	Scotophilus leucogaster	LC
BF	20070	Scotophilus nigrita	LC
BF	20073	Scotophilus viridis	LC
BF	21462	Taphozous nudiventris	LC
BF	21463	Taphozous perforatus	LC
BI	4310	Chaerephon chapini	LC
BI	67362271	Chaerephon pumilus	LC
BI	7084	Eidolon helvum	NT
BI	84457881	Epomophorus labiatus	LC
BI	7906	Epomophorus wahlbergi	LC
BI	44790	Glauconycteris argentata	LC
BI	44800	Glauconycteris variegata	LC
BI	10115	Hipposideros caffer	LC
BI	10157	Hipposideros ruber	LC
BI	10969	Kerivoula argentata	LC
BI	10977	Kerivoula lanosa	LC
BI	11378	Lavia frons	LC
BI	44698	Lissonycteris angolensis	LC
BI	13565	Miniopterus inflatus	LC
BI	13838	Mops condylurus	LC
BI	13841	Mops midas	LC
BI	14148	Myotis bocagii	LC
BI	14211	Myotis welwitschii	LC
BI	44918	Neoromicia capensis	LC
BI	44919	Neoromicia flavescens	DD
BI	44923	Neoromicia nana	LC
BI	44924	Neoromicia rendalli	LC
BI	44926	Neoromicia tenuipinnis	LC
BI	14926	Nycteris arge	LC
BI	14930	Nycteris hispida	LC
BI	14931	Nycteris intermedia	LC
BI	14933	Nycteris macrotis	LC
BI	14935	Nycteris nana	LC
BI	14936	Nycteris thebaica	LC
BI	85736277	Pipistrellus grandidieri	DD
BI	136741	Pipistrellus hesperidus	LC
BI	17361	Pipistrellus rueppellii	LC
BI	19531	Rhinolophus clivosus	LC
BI	67369483	Rhinolophus darlingi	LC
BI	19541	Rhinolophus fumigatus	LC
BI	64586080	Rhinolophus hildebrandtii	LC
BI	19546	Rhinolophus landeri	LC
BI	29730	Rousettus aegyptiacus	LC
BI	20066	Scotophilus dinganii	LC
CM	3999	Casinycteris argynnis	LC
CM	84455300	Casinycteris campomaanensis	DD
CM	4305	Chaerephon aloysiisabaudiae	LC
CM	4306	Chaerephon ansorgei	LC
CM	4307	Chaerephon bemmeleni	LC
CM	4315	Chaerephon nigeriae	LC
CM	4319	Chaerephon russatus	DD
CM	7084	Eidolon helvum	NT
CM	7903	Epomophorus gambianus	LC
CM	7909	Epomops franqueti	LC
CM	44789	Glauconycteris alboguttata	LC
CM	44790	Glauconycteris argentata	LC
CM	44791	Glauconycteris beatrix	LC
CM	44792	Glauconycteris curryae	DD
CM	44793	Glauconycteris egeria	DD
CM	44794	Glauconycteris gleni	DD
CM	44798	Glauconycteris poensis	LC
CM	44800	Glauconycteris variegata	LC
CM	10109	Hipposideros abae	LC
CM	10112	Hipposideros beatus	LC
CM	10115	Hipposideros caffer	LC
CM	10117	Hipposideros camerunensis	DD
CM	10125	Hipposideros curtus	VU
CM	10126	Hipposideros cyclops	LC
CM	10134	Hipposideros fuliginosus	LC
CM	44687	Hipposideros gigas	LC
CM	10157	Hipposideros ruber	LC
CM	10734	Hypsignathus monstrosus	LC
CM	44854	Hypsugo eisentrauti	DD
CM	10971	Kerivoula cuprosa	DD
CM	10984	Kerivoula phalaena	LC
CM	10986	Kerivoula smithii	LC
CM	11378	Lavia frons	LC
CM	44698	Lissonycteris angolensis	LC
CM	84462869	Megaloglossus woermanni	LC
CM	13402	Micropteropus pusillus	LC
CM	13556	Mimetillus moloneyi	LC
CM	13565	Miniopterus inflatus	LC
CM	81633057	Miniopterus schreibersii	NT
CM	13837	Mops brachypterus	LC
CM	13838	Mops condylurus	LC
CM	13839	Mops congicus	LC
CM	13840	Mops demonstrator	LC
CM	13841	Mops midas	LC
CM	13843	Mops nanulus	LC
CM	13846	Mops petersoni	NT
CM	13848	Mops spurrelli	LC
CM	13849	Mops thersites	LC
CM	84463104	Myonycteris torquata	LC
CM	14103	Myopterus whitleyi	LC
CM	14148	Myotis bocagii	LC
CM	14333	Nanonycteris veldkampii	LC
CM	44917	Neoromicia brunnea	NT
CM	44918	Neoromicia capensis	LC
CM	44919	Neoromicia flavescens	DD
CM	44920	Neoromicia guineensis	LC
CM	44923	Neoromicia nana	LC
CM	44924	Neoromicia rendalli	LC
CM	44925	Neoromicia somalica	LC
CM	44926	Neoromicia tenuipinnis	LC
CM	14926	Nycteris arge	LC
CM	14929	Nycteris grandis	LC
CM	14930	Nycteris hispida	LC
CM	14931	Nycteris intermedia	LC
CM	14933	Nycteris macrotis	LC
CM	14934	Nycteris major	DD
CM	14935	Nycteris nana	LC
CM	44695	Nycteris parisii	DD
CM	14936	Nycteris thebaica	LC
CM	41533	Nycticeinops schlieffeni	LC
CM	44853	Pipistrellus crassulus	LC
CM	85736277	Pipistrellus grandidieri	DD
CM	136741	Pipistrellus hesperidus	LC
CM	17343	Pipistrellus inexspectatus	DD
CM	44855	Pipistrellus musciculus	DD
CM	17353	Pipistrellus nanulus	LC
CM	17361	Pipistrellus rueppellii	LC
CM	17362	Pipistrellus rusticus	LC
CM	19523	Rhinolophus alcyone	LC
CM	19531	Rhinolophus clivosus	LC
CM	19541	Rhinolophus fumigatus	LC
CM	44782	Rhinolophus hillorum	NT
CM	19546	Rhinolophus landeri	LC
CM	19568	Rhinolophus simulator	LC
CM	82345555	Rhinopoma cystops	LC
CM	82345477	Rhinopoma hardwickii	LC
CM	29730	Rousettus aegyptiacus	LC
CM	19801	Saccolaimus peli	LC
CM	20055	Scotoecus hirundo	LC
CM	20059	Scotonycteris ophiodon	NT
CM	84464403	Scotonycteris zenkeri	LC
CM	20066	Scotophilus dinganii	LC
CM	20069	Scotophilus leucogaster	LC
CM	20071	Scotophilus nux	LC
CM	20073	Scotophilus viridis	LC
CM	21460	Taphozous mauritianus	LC
CM	81069403	Triaenops persicus	LC
CF	3999	Casinycteris argynnis	LC
CF	4305	Chaerephon aloysiisabaudiae	LC
CF	4306	Chaerephon ansorgei	LC
CF	5113	Coleura afra	LC
CF	7084	Eidolon helvum	NT
CF	7903	Epomophorus gambianus	LC
CF	7909	Epomops franqueti	LC
CF	44791	Glauconycteris beatrix	LC
CF	44793	Glauconycteris egeria	DD
CF	10109	Hipposideros abae	LC
CF	10126	Hipposideros cyclops	LC
CF	44687	Hipposideros gigas	LC
CF	10157	Hipposideros ruber	LC
CF	135485	Hipposideros vittatus	NT
CF	10734	Hypsignathus monstrosus	LC
CF	10977	Kerivoula lanosa	LC
CF	11378	Lavia frons	LC
CF	44698	Lissonycteris angolensis	LC
CF	84462869	Megaloglossus woermanni	LC
CF	13402	Micropteropus pusillus	LC
CF	13556	Mimetillus moloneyi	LC
CF	13565	Miniopterus inflatus	LC
CF	13837	Mops brachypterus	LC
CF	13839	Mops congicus	LC
CF	13840	Mops demonstrator	LC
CF	13841	Mops midas	LC
CF	13848	Mops spurrelli	LC
CF	13849	Mops thersites	LC
CF	13850	Mops trevori	DD
CF	84463104	Myonycteris torquata	LC
CF	14102	Myopterus daubentonii	DD
CF	14103	Myopterus whitleyi	LC
CF	14148	Myotis bocagii	LC
CF	14333	Nanonycteris veldkampii	LC
CF	44918	Neoromicia capensis	LC
CF	44920	Neoromicia guineensis	LC
CF	44923	Neoromicia nana	LC
CF	44924	Neoromicia rendalli	LC
CF	44925	Neoromicia somalica	LC
CF	44926	Neoromicia tenuipinnis	LC
CF	14929	Nycteris grandis	LC
CF	14930	Nycteris hispida	LC
CF	14933	Nycteris macrotis	LC
CF	14934	Nycteris major	DD
CF	14935	Nycteris nana	LC
CF	14936	Nycteris thebaica	LC
CF	41533	Nycticeinops schlieffeni	LC
CF	15648	Otomops martiensseni	NT
CF	17353	Pipistrellus nanulus	LC
CF	17361	Pipistrellus rueppellii	LC
CF	17362	Pipistrellus rusticus	LC
CF	19541	Rhinolophus fumigatus	LC
CF	19546	Rhinolophus landeri	LC
CF	19600	Rhinopoma microphyllum	LC
CF	20055	Scotoecus hirundo	LC
CF	84464403	Scotonycteris zenkeri	LC
CF	20066	Scotophilus dinganii	LC
CF	20069	Scotophilus leucogaster	LC
CF	20073	Scotophilus viridis	LC
CF	21460	Taphozous mauritianus	LC
CF	81081036	Triaenops afer	LC
CF	81069403	Triaenops persicus	LC
TD	80221529	Asellia tridens	LC
TD	4306	Chaerephon ansorgei	LC
TD	4315	Chaerephon nigeriae	LC
TD	67362271	Chaerephon pumilus	LC
TD	7084	Eidolon helvum	NT
TD	7903	Epomophorus gambianus	LC
TD	84457881	Epomophorus labiatus	LC
TD	44800	Glauconycteris variegata	LC
TD	10115	Hipposideros caffer	LC
TD	10157	Hipposideros ruber	LC
TD	11378	Lavia frons	LC
TD	13402	Micropteropus pusillus	LC
TD	13840	Mops demonstrator	LC
TD	13841	Mops midas	LC
TD	44920	Neoromicia guineensis	LC
TD	44923	Neoromicia nana	LC
TD	44924	Neoromicia rendalli	LC
TD	44925	Neoromicia somalica	LC
TD	14930	Nycteris hispida	LC
TD	14933	Nycteris macrotis	LC
TD	14936	Nycteris thebaica	LC
TD	41533	Nycticeinops schlieffeni	LC
TD	17362	Pipistrellus rusticus	LC
TD	19531	Rhinolophus clivosus	LC
TD	19541	Rhinolophus fumigatus	LC
TD	19546	Rhinolophus landeri	LC
TD	82345477	Rhinopoma hardwickii	LC
TD	19600	Rhinopoma microphyllum	LC
TD	20066	Scotophilus dinganii	LC
TD	20069	Scotophilus leucogaster	LC
TD	20073	Scotophilus viridis	LC
TD	21455	Taphozous hamiltoni	DD
TD	21460	Taphozous mauritianus	LC
TD	21462	Taphozous nudiventris	LC
KM	7928	Eptesicus fuscus	LC
KM	81629770	Miniopterus aelleni	LC
KM	136752	Miniopterus griveaudi	DD
KM	81629742	Miniopterus manavi	LC
KM	40024	Mops leucostigma	LC
KM	44863	Myotis anjouanensis	DD
KM	18732	Pteropus livingstonii	CR
KM	18759	Pteropus seychellensis	LC
KM	19757	Rousettus obliviosus	VU
KM	21460	Taphozous mauritianus	LC
CG	84455300	Casinycteris campomaanensis	DD
CG	4310	Chaerephon chapini	LC
CG	67362271	Chaerephon pumilus	LC
CG	5113	Coleura afra	LC
CG	7084	Eidolon helvum	NT
CG	7902	Epomophorus grandis	DD
CG	84457881	Epomophorus labiatus	LC
CG	7906	Epomophorus wahlbergi	LC
CG	7909	Epomops franqueti	LC
CG	44790	Glauconycteris argentata	LC
CG	44791	Glauconycteris beatrix	LC
CG	44800	Glauconycteris variegata	LC
CG	10112	Hipposideros beatus	LC
CG	10115	Hipposideros caffer	LC
CG	10126	Hipposideros cyclops	LC
CG	44687	Hipposideros gigas	LC
CG	10157	Hipposideros ruber	LC
CG	10734	Hypsignathus monstrosus	LC
CG	10977	Kerivoula lanosa	LC
CG	10984	Kerivoula phalaena	LC
CG	11378	Lavia frons	LC
CG	44698	Lissonycteris angolensis	LC
CG	84462869	Megaloglossus woermanni	LC
CG	13402	Micropteropus pusillus	LC
CG	13556	Mimetillus moloneyi	LC
CG	13568	Miniopterus minor	DD
CG	13837	Mops brachypterus	LC
CG	13839	Mops congicus	LC
CG	13843	Mops nanulus	LC
CG	13849	Mops thersites	LC
CG	84463104	Myonycteris torquata	LC
CG	14103	Myopterus whitleyi	LC
CG	14148	Myotis bocagii	LC
CG	136678	Myotis dieteri	DD
CG	44917	Neoromicia brunnea	NT
CG	44918	Neoromicia capensis	LC
CG	44920	Neoromicia guineensis	LC
CG	44923	Neoromicia nana	LC
CG	44924	Neoromicia rendalli	LC
CG	44925	Neoromicia somalica	LC
CG	44926	Neoromicia tenuipinnis	LC
CG	14926	Nycteris arge	LC
CG	14929	Nycteris grandis	LC
CG	14930	Nycteris hispida	LC
CG	14933	Nycteris macrotis	LC
CG	14935	Nycteris nana	LC
CG	14936	Nycteris thebaica	LC
CG	44853	Pipistrellus crassulus	LC
CG	44855	Pipistrellus musciculus	DD
CG	17361	Pipistrellus rueppellii	LC
CG	19521	Rhinolophus adami	DD
CG	19523	Rhinolophus alcyone	LC
CG	19538	Rhinolophus denti	LC
CG	19541	Rhinolophus fumigatus	LC
CG	19546	Rhinolophus landeri	LC
CG	19567	Rhinolophus silvestris	DD
CG	29730	Rousettus aegyptiacus	LC
CG	19801	Saccolaimus peli	LC
CG	20059	Scotonycteris ophiodon	NT
CG	84464403	Scotonycteris zenkeri	LC
CG	20066	Scotophilus dinganii	LC
CG	21460	Taphozous mauritianus	LC
CG	81069403	Triaenops persicus	LC
CD	3999	Casinycteris argynnis	LC
CD	4305	Chaerephon aloysiisabaudiae	LC
CD	4306	Chaerephon ansorgei	LC
CD	4307	Chaerephon bemmeleni	LC
CD	4310	Chaerephon chapini	LC
CD	4311	Chaerephon gallagheri	DD
CD	4314	Chaerephon major	LC
CD	4315	Chaerephon nigeriae	LC
CD	67362271	Chaerephon pumilus	LC
CD	4319	Chaerephon russatus	DD
CD	4983	Cloeotis percivali	LC
CD	5113	Coleura afra	LC
CD	7084	Eidolon helvum	NT
CD	44697	Epomophorus crypturus	LC
CD	7903	Epomophorus gambianus	LC
CD	84457881	Epomophorus labiatus	LC
CD	84458822	Epomophorus minor	LC
CD	7906	Epomophorus wahlbergi	LC
CD	7908	Epomops dobsonii	LC
CD	7909	Epomops franqueti	LC
CD	44789	Glauconycteris alboguttata	LC
CD	44790	Glauconycteris argentata	LC
CD	44791	Glauconycteris beatrix	LC
CD	44792	Glauconycteris curryae	DD
CD	44795	Glauconycteris humeralis	DD
CD	44798	Glauconycteris poensis	LC
CD	44799	Glauconycteris superba	LC
CD	44800	Glauconycteris variegata	LC
CD	10109	Hipposideros abae	LC
CD	10112	Hipposideros beatus	LC
CD	10115	Hipposideros caffer	LC
CD	10117	Hipposideros camerunensis	DD
CD	10126	Hipposideros cyclops	LC
CD	10134	Hipposideros fuliginosus	LC
CD	44687	Hipposideros gigas	LC
CD	10157	Hipposideros ruber	LC
CD	135485	Hipposideros vittatus	NT
CD	10734	Hypsignathus monstrosus	LC
CD	10969	Kerivoula argentata	LC
CD	10971	Kerivoula cuprosa	DD
CD	10977	Kerivoula lanosa	LC
CD	10984	Kerivoula phalaena	LC
CD	10986	Kerivoula smithii	LC
CD	11135	Laephotis angolensis	DD
CD	11136	Laephotis botswanae	LC
CD	11138	Laephotis wintoni	LC
CD	11378	Lavia frons	LC
CD	44698	Lissonycteris angolensis	LC
CD	84462869	Megaloglossus woermanni	LC
CD	13401	Micropteropus intermedius	DD
CD	13402	Micropteropus pusillus	LC
CD	13556	Mimetillus moloneyi	LC
CD	13565	Miniopterus inflatus	LC
CD	13568	Miniopterus minor	DD
CD	44862	Miniopterus natalensis	LC
CD	13837	Mops brachypterus	LC
CD	13838	Mops condylurus	LC
CD	13839	Mops congicus	LC
CD	13840	Mops demonstrator	LC
CD	13841	Mops midas	LC
CD	13843	Mops nanulus	LC
CD	13844	Mops niangarae	DD
CD	13845	Mops niveiventer	LC
CD	13848	Mops spurrelli	LC
CD	13849	Mops thersites	LC
CD	13850	Mops trevori	DD
CD	84463104	Myonycteris torquata	LC
CD	14102	Myopterus daubentonii	DD
CD	14103	Myopterus whitleyi	LC
CD	14148	Myotis bocagii	LC
CD	14207	Myotis tricolor	LC
CD	14211	Myotis welwitschii	LC
CD	44918	Neoromicia capensis	LC
CD	44920	Neoromicia guineensis	LC
CD	44923	Neoromicia nana	LC
CD	44924	Neoromicia rendalli	LC
CD	44925	Neoromicia somalica	LC
CD	44926	Neoromicia tenuipinnis	LC
CD	44927	Neoromicia zuluensis	LC
CD	14926	Nycteris arge	LC
CD	14929	Nycteris grandis	LC
CD	14930	Nycteris hispida	LC
CD	14931	Nycteris intermedia	LC
CD	14933	Nycteris macrotis	LC
CD	14934	Nycteris major	DD
CD	14935	Nycteris nana	LC
CD	14936	Nycteris thebaica	LC
CD	41533	Nycticeinops schlieffeni	LC
CD	15648	Otomops martiensseni	NT
CD	44851	Pipistrellus anchietae	LC
CD	44853	Pipistrellus crassulus	LC
CD	136741	Pipistrellus hesperidus	LC
CD	44855	Pipistrellus musciculus	DD
CD	17353	Pipistrellus nanulus	LC
CD	17361	Pipistrellus rueppellii	LC
CD	17618	Plerotes anchietae	DD
CD	19523	Rhinolophus alcyone	LC
CD	19515	Rhinolophus blasii	LC
CD	19531	Rhinolophus clivosus	LC
CD	67369483	Rhinolophus darlingi	LC
CD	19539	Rhinolophus eloquens	LC
CD	19541	Rhinolophus fumigatus	LC
CD	64586080	Rhinolophus hildebrandtii	LC
CD	19546	Rhinolophus landeri	LC
CD	44784	Rhinolophus ruwenzorii	VU
CD	19572	Rhinolophus swinnyi	LC
CD	29730	Rousettus aegyptiacus	LC
CD	19758	Rousettus lanosus	LC
CD	19801	Saccolaimus peli	LC
CD	20054	Scotoecus albofuscus	DD
CD	20055	Scotoecus hirundo	LC
CD	84464403	Scotonycteris zenkeri	LC
CD	20066	Scotophilus dinganii	LC
CD	20070	Scotophilus nigrita	LC
CD	20071	Scotophilus nux	LC
CD	21316	Tadarida fulminans	LC
CD	21318	Tadarida ventralis	DD
CD	21460	Taphozous mauritianus	LC
CD	21462	Taphozous nudiventris	LC
CD	21463	Taphozous perforatus	LC
CD	81081036	Triaenops afer	LC
CI	4305	Chaerephon aloysiisabaudiae	LC
CI	4306	Chaerephon ansorgei	LC
CI	4307	Chaerephon bemmeleni	LC
CI	4310	Chaerephon chapini	LC
CI	4314	Chaerephon major	LC
CI	67362271	Chaerephon pumilus	LC
CI	4319	Chaerephon russatus	DD
CI	5113	Coleura afra	LC
CI	7084	Eidolon helvum	NT
CI	7903	Epomophorus gambianus	LC
CI	7907	Epomops buettikoferi	LC
CI	7909	Epomops franqueti	LC
CI	44791	Glauconycteris beatrix	LC
CI	44798	Glauconycteris poensis	LC
CI	44799	Glauconycteris superba	LC
CI	44800	Glauconycteris variegata	LC
CI	10109	Hipposideros abae	LC
CI	10112	Hipposideros beatus	LC
CI	10115	Hipposideros caffer	LC
CI	10126	Hipposideros cyclops	LC
CI	10134	Hipposideros fuliginosus	LC
CI	44687	Hipposideros gigas	LC
CI	10140	Hipposideros jonesi	NT
CI	10149	Hipposideros marisae	VU
CI	10157	Hipposideros ruber	LC
CI	10734	Hypsignathus monstrosus	LC
CI	10971	Kerivoula cuprosa	DD
CI	10977	Kerivoula lanosa	LC
CI	10984	Kerivoula phalaena	LC
CI	11378	Lavia frons	LC
CI	44698	Lissonycteris angolensis	LC
CI	84459322	Megaloglossus azagnyi	LC
CI	84462869	Megaloglossus woermanni	LC
CI	13402	Micropteropus pusillus	LC
CI	13556	Mimetillus moloneyi	LC
CI	13837	Mops brachypterus	LC
CI	13838	Mops condylurus	LC
CI	13840	Mops demonstrator	LC
CI	13843	Mops nanulus	LC
CI	13848	Mops spurrelli	LC
CI	13849	Mops thersites	LC
CI	13850	Mops trevori	DD
CI	84463728	Myonycteris leptodon	LC
CI	14102	Myopterus daubentonii	DD
CI	14148	Myotis bocagii	LC
CI	14333	Nanonycteris veldkampii	LC
CI	44917	Neoromicia brunnea	NT
CI	44918	Neoromicia capensis	LC
CI	44920	Neoromicia guineensis	LC
CI	44923	Neoromicia nana	LC
CI	44924	Neoromicia rendalli	LC
CI	44925	Neoromicia somalica	LC
CI	44926	Neoromicia tenuipinnis	LC
CI	14926	Nycteris arge	LC
CI	14928	Nycteris gambiensis	LC
CI	14929	Nycteris grandis	LC
CI	14930	Nycteris hispida	LC
CI	14931	Nycteris intermedia	LC
CI	14933	Nycteris macrotis	LC
CI	14934	Nycteris major	DD
CI	14935	Nycteris nana	LC
CI	14936	Nycteris thebaica	LC
CI	15648	Otomops martiensseni	NT
CI	44853	Pipistrellus crassulus	LC
CI	17353	Pipistrellus nanulus	LC
CI	17362	Pipistrellus rusticus	LC
CI	19523	Rhinolophus alcyone	LC
CI	19538	Rhinolophus denti	LC
CI	19541	Rhinolophus fumigatus	LC
CI	19542	Rhinolophus guineensis	VU
CI	19546	Rhinolophus landeri	LC
CI	19568	Rhinolophus simulator	LC
CI	19600	Rhinopoma microphyllum	LC
CI	29730	Rousettus aegyptiacus	LC
CI	19801	Saccolaimus peli	LC
CI	20054	Scotoecus albofuscus	DD
CI	20055	Scotoecus hirundo	LC
CI	20059	Scotonycteris ophiodon	NT
CI	84464403	Scotonycteris zenkeri	LC
CI	20066	Scotophilus dinganii	LC
CI	20069	Scotophilus leucogaster	LC
CI	20070	Scotophilus nigrita	LC
CI	44934	Scotophilus nucella	DD
CI	20071	Scotophilus nux	LC
CI	20073	Scotophilus viridis	LC
CI	21460	Taphozous mauritianus	LC
DJ	80221529	Asellia tridens	LC
DJ	3859	Cardioderma cor	LC
DJ	5113	Coleura afra	LC
DJ	10150	Hipposideros megalotis	LC
DJ	44921	Neoromicia helios	DD
DJ	14936	Nycteris thebaica	LC
DJ	41533	Nycticeinops schlieffeni	LC
DJ	95558305	Otomops harrisoni	VU
DJ	19531	Rhinolophus clivosus	LC
DJ	19518	Rhinolophus hipposideros	LC
DJ	82345555	Rhinopoma cystops	LC
DJ	82345477	Rhinopoma hardwickii	LC
DJ	19600	Rhinopoma microphyllum	LC
DJ	20066	Scotophilus dinganii	LC
DJ	21462	Taphozous nudiventris	LC
DJ	21463	Taphozous perforatus	LC
DJ	81081036	Triaenops afer	LC
DJ	81069403	Triaenops persicus	LC
ER	2153	Asellia patrizii	LC
ER	80221529	Asellia tridens	LC
ER	85181182	Barbastella leucomelas	LC
ER	3859	Cardioderma cor	LC
ER	4308	Chaerephon bivittatus	LC
ER	67362271	Chaerephon pumilus	LC
ER	5113	Coleura afra	LC
ER	84457881	Epomophorus labiatus	LC
ER	10115	Hipposideros caffer	LC
ER	10150	Hipposideros megalotis	LC
ER	11378	Lavia frons	LC
ER	13841	Mops midas	LC
ER	44918	Neoromicia capensis	LC
ER	44923	Neoromicia nana	LC
ER	44925	Neoromicia somalica	LC
ER	14936	Nycteris thebaica	LC
ER	41533	Nycticeinops schlieffeni	LC
ER	95558305	Otomops harrisoni	VU
ER	136741	Pipistrellus hesperidus	LC
ER	19515	Rhinolophus blasii	LC
ER	19531	Rhinolophus clivosus	LC
ER	19541	Rhinolophus fumigatus	LC
ER	19518	Rhinolophus hipposideros	LC
ER	82345555	Rhinopoma cystops	LC
ER	82345477	Rhinopoma hardwickii	LC
ER	19600	Rhinopoma microphyllum	LC
ER	29730	Rousettus aegyptiacus	LC
ER	20066	Scotophilus dinganii	LC
ER	21318	Tadarida ventralis	DD
ER	21462	Taphozous nudiventris	LC
ET	2153	Asellia patrizii	LC
ET	80221529	Asellia tridens	LC
ET	3859	Cardioderma cor	LC
ET	4306	Chaerephon ansorgei	LC
ET	4308	Chaerephon bivittatus	LC
ET	4310	Chaerephon chapini	LC
ET	4315	Chaerephon nigeriae	LC
ET	67362271	Chaerephon pumilus	LC
ET	5113	Coleura afra	LC
ET	7084	Eidolon helvum	NT
ET	7903	Epomophorus gambianus	LC
ET	84457881	Epomophorus labiatus	LC
ET	7905	Epomophorus minimus	LC
ET	84458822	Epomophorus minor	LC
ET	44800	Glauconycteris variegata	LC
ET	10115	Hipposideros caffer	LC
ET	10150	Hipposideros megalotis	LC
ET	10157	Hipposideros ruber	LC
ET	135485	Hipposideros vittatus	NT
ET	10734	Hypsignathus monstrosus	LC
ET	10972	Kerivoula eriophora	DD
ET	10977	Kerivoula lanosa	LC
ET	11138	Laephotis wintoni	LC
ET	11378	Lavia frons	LC
ET	44698	Lissonycteris angolensis	LC
ET	13402	Micropteropus pusillus	LC
ET	13556	Mimetillus moloneyi	LC
ET	13565	Miniopterus inflatus	LC
ET	13838	Mops condylurus	LC
ET	13841	Mops midas	LC
ET	13843	Mops nanulus	LC
ET	14148	Myotis bocagii	LC
ET	14182	Myotis morrisi	DD
ET	14199	Myotis scotti	VU
ET	14207	Myotis tricolor	LC
ET	14211	Myotis welwitschii	LC
ET	44918	Neoromicia capensis	LC
ET	44920	Neoromicia guineensis	LC
ET	44923	Neoromicia nana	LC
ET	44925	Neoromicia somalica	LC
ET	44926	Neoromicia tenuipinnis	LC
ET	44927	Neoromicia zuluensis	LC
ET	14927	Nycteris aurita	LC
ET	14930	Nycteris hispida	LC
ET	14933	Nycteris macrotis	LC
ET	44695	Nycteris parisii	DD
ET	14936	Nycteris thebaica	LC
ET	41533	Nycticeinops schlieffeni	LC
ET	95558305	Otomops harrisoni	VU
ET	136741	Pipistrellus hesperidus	LC
ET	17361	Pipistrellus rueppellii	LC
ET	17362	Pipistrellus rusticus	LC
ET	44692	Platymops setiger	LC
ET	44930	Plecotus balensis	DD
ET	19515	Rhinolophus blasii	LC
ET	19531	Rhinolophus clivosus	LC
ET	19541	Rhinolophus fumigatus	LC
ET	64586080	Rhinolophus hildebrandtii	LC
ET	19518	Rhinolophus hipposideros	LC
ET	19546	Rhinolophus landeri	LC
ET	19568	Rhinolophus simulator	LC
ET	82345555	Rhinopoma cystops	LC
ET	82345477	Rhinopoma hardwickii	LC
ET	19601	Rhinopoma macinnesi	DD
ET	19600	Rhinopoma microphyllum	LC
ET	29730	Rousettus aegyptiacus	LC
ET	19758	Rousettus lanosus	LC
ET	20055	Scotoecus hirundo	LC
ET	20066	Scotophilus dinganii	LC
ET	84466810	Scotophilus ejetai	LC
ET	20069	Scotophilus leucogaster	LC
ET	20073	Scotophilus viridis	LC
ET	21318	Tadarida ventralis	DD
ET	21460	Taphozous mauritianus	LC
ET	21463	Taphozous perforatus	LC
ET	81081036	Triaenops afer	LC
ET	81069403	Triaenops persicus	LC
GA	4305	Chaerephon aloysiisabaudiae	LC
GA	7084	Eidolon helvum	NT
GA	7906	Epomophorus wahlbergi	LC
GA	7909	Epomops franqueti	LC
GA	44790	Glauconycteris argentata	LC
GA	44791	Glauconycteris beatrix	LC
GA	44800	Glauconycteris variegata	LC
GA	10112	Hipposideros beatus	LC
GA	10115	Hipposideros caffer	LC
GA	10126	Hipposideros cyclops	LC
GA	10134	Hipposideros fuliginosus	LC
GA	44687	Hipposideros gigas	LC
GA	10157	Hipposideros ruber	LC
