scientific_name	taxonid
Rhinolophus ruwenzorii	44784
Scotophilus borbonicus	20064
Cynomops milleri	87993512
Rhinolophus silvestris	19567
Artibeus fimbriatus	2126
Trachops cirrhosus	22029
Hipposideros stenotis	10163
Hipposideros diadema	10128
Rhogeessa velilla	88151777
Micronycteris buriri	88120333
Kerivoula africana	10966
Pipistrellus hesperus	17341
Lonchophylla orcesi	136735
Lonchophylla hesperia	12266
Myotis dominicensis	14155
Pipistrellus angulatus	17326
Paremballonura atrata	7671
Myotis formosus	14160
Glauconycteris machadoi	44797
Murina pluvialis	84548064
Murina balaensis	84487939
Nanonycteris veldkampii	14333
Macrophyllum macrophyllum	12615
Neoromicia matroka	40033
Rhinolophus microglobosus	84384558
Epomophorus wahlbergi	7906
Rhinolophus darlingi	67369483
Eumops underwoodi	8248
Myotis peytoni	85568321
Mormopterus petersi	71534469
Miniopterus schreibersii	13561
Platyrrhinus vittatus	17574
Rhinolophus robinsoni	136496
Artibeus obscurus	2137
Myotis pequinius	14190
Coleura afra	5113
Myotis gomantongensis	40035
Myotis lucifugus	14176
Hipposideros ruber	10157
Pteropus hypomelanus	18729
Pteropus admiralitatum	18713
Eptesicus fuscus	7928
Saccolaimus flaviventris	19799
Hipposideros gigas	44687
Myotis brandtii	14125
Pipistrellus murrayi	136769
Falsistrellus mordax	17351
Micronycteris yatesi	88132568
Nyctophilus walkeri	15011
Eptesicus tatei	7942
Myotis diminutus	88151417
Diclidurus scutatus	6564
Rousettus linduensis	136593
Chiroderma improvisum	4665
Anoura geoffroyi	88109511
Acerodon jubatus	139
Melonycteris woodfordi	13140
Myotis pruinosus	14192
Choeroniscus minor	4774
Coleura seychellensis	5112
Pteropus livingstonii	18732
Histiotus montanus	10202
Kerivoula kachinensis	136240
Falsistrellus petersi	17359
Myotis nesopolus	14184
Carollia castanea	88110411
Sturnira mordax	20957
Neoromicia somalica	44925
Aproteles bulmerae	1933
Eumops bonariensis	87993837
Hesperoptenus doriae	9976
Pteronotus rubiginosus	88018592
Leptonycteris yerbabuenae	136659
Myotis fimbriatus	14158
Miniopterus fraterculus	13563
Desmodus rotundus	6510
Myotis californicus	14150
Carollia manu	136782
Vampyressa melissa	22839
Cynopterus minutus	136423
Scotonycteris zenkeri	84464403
Artibeus hirsutus	2131
Cynopterus sphinx	6106
Lasiurus seminolus	11353
Pteropus melanotus	18740
Rhinolophus stheno	19569
Furipterus horrens	8771
Otomops harrisoni	95558305
Hipposideros lekaguli	10144
Sturnira aratathomasi	20949
Saccopteryx leptura	19807
Miniopterus brachytragos	81629758
Neoromicia melckorum	44922
Hipposideros marisae	10149
Rhinolophus hilli	44781
Rhinolophus virgo	19575
Chaerephon russatus	4319
Emballonura dianae	7673
Chalinolobus nigrogriseus	4421
Submyotodon latirostris	85537971
Eumops floridanus	136433
Rhinolophus affinis	19522
Myotis leibii	14172
Pteropus ualanus	136531
Rhinolophus eloquens	19539
Pteropus ocularis	18745
Dermanura glauca	83683065
Myotis cobanensis	14154
Aethalops alecto	565
Murina rozendaali	13945
Lavia frons	11378
Chaerephon pumilus	4317
Eptesicus floweri	7926
Notopteris macdonaldi	14876
Nyctimene vizcaccia	14967
Craseonycteris thonglongyai	5481
Hipposideros lamottei	10141
Myotis annectans	14142
Diphylla ecaudata	6628
Sturnira koopmanhilli	88159599
Cynopterus nusatenggara	6105
Pipistrellus abramus	17320
Otonycteris leucophaea	85295233
Hipposideros fulvus	10135
Taphozous hilli	21457
Lophostoma evotis	21986
Kerivoula eriophora	10972
Myonycteris torquata	84463104
Murina fusca	13940
Myotis scotti	14199
Corynorhinus rafinesquii	17600
Molossus sinaloae	13650
Rhinolophus maclaudi	19549
Kerivoula minuta	10978
Pteropus caniceps	18719
Molossus pretiosus	13649
Myotis bombinus	14149
Mops midas	13841
Nycticeius aenobarbus	136562
Carollia brevicauda	3903
Eumops wilsoni	87993523
Lasiurus castaneus	11348
Kerivoula flora	10973
Chaerephon major	4314
Melonycteris melanops	13139
Macrotus californicus	12652
Tonatia saurophila	41530
Myotis schaubi	14198
Lonchorhina inusitata	40027
Otomops papuensis	15649
Pipistrellus alaschanicus	136560
Nyctimene cyclotis	14955
Nycticeinops schlieffeni	41533
Centronycteris centralis	136350
Rhogeessa minutilla	19682
Natalus espiritosantensis	136448
Eumops trumbulli	136809
Rhynchonycteris naso	19714
Molossus bondae	88087507
Murina recondita	84500842
Phyllostomus hastatus	17218
Hipposideros tephrus	85646524
Murina bicolor	84488443
Scotomanes ornatus	20058
Tadarida fulminans	21316
Miniopterus ambohitrensis	81633128
Mops sarasinorum	13847
Myotis martiniquensis	76435251
Myotis adversus	14138
Rhinolophus pearsonii	19559
Hipposideros rotalis	136477
Miniopterus griffithsi	81633105
Saccopteryx gymnura	19806
Sauromys petrophilus	44693
Myotis pilosus	14193
Rhinolophus blasii	19515
Scotophilus kuhlii	20068
Nycteris hispida	14930
Mops spurrelli	13848
Molossus rufus	13644
Mystacina robusta	14260
Rhinopoma microphyllum	19600
Myotis myotis	14133
Myotis auriculus	14145
Rhinolophus ziama	44786
Chaerephon chapini	4310
Rhogeessa aeneus	136810
Sturnira luisi	20955
Murina leucogaster	13943
Mormopterus kitcheneri	71532724
Sturnira burtonlimi	88152206
Pipistrellus stenopterus	17364
Rhinolophus xinanzhongguoensis	82348701
Pipistrellus paterculus	17356
Myotis nyctor	76435059
Epomops buettikoferi	7907
Mormopterus halli	71532803
Arielulus torquatus	40032
Glauconycteris gleni	44794
Mops demonstrator	13840
Thyroptera wynneae	88151033
Corynorhinus townsendii	17598
Scotorepens greyii	14943
Myotis daubentonii	14128
Murina harrisoni	99712630
Cheiromeles torquatus	4601
Hipposideros halophyllus	10137
Myotis rufopictus	136411
Myotis keaysi	14170
Pteropus griseus	18727
Myotis montivagus	14181
Cynomops greenhalli	13639
Rhinolophus rouxii	19563
Cynopterus horsfieldii	6104
Platalina genovensium	17487
Pteropus aldabrensis	18714
Alionycteris paucidentata	843
Platymops setiger	44692
Mimon koepckeae	136266
Balantiopteryx plicata	2533
Chironax melanocephalus	4670
Dobsonia moluccensis	84882605
Chalinolobus neocaledonicus	4420
Paranyctimene tenax	136836
Myotis siligorensis	14203
Nyctophilus bifax	15001
Hipposideros larvatus	10143
Hipposideros dinops	10129
Artibeus amplus	2121
Dobsonia beauforti	6772
Eumops glaucinus	87994083
Scotorepens orion	14945
Myotis hasseltii	14164
Pipistrellus grandidieri	85736277
Eptesicus bottae	7915
Lasiurus atratus	29607
Pteropus tuberculatus	18765
Lonchophylla mordax	12267
Myzopoda schliemanni	136465
Kerivoula papillosa	10981
Lonchorhina marinkellei	12272
Eumops maurus	8246
Myotis insularum	14169
Leptonycteris curasoae	11699
